OTUID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
OTU_96	45	52	69	40	30	40	20	52	57	48	35	30	81	61	53	40	101	92
OTU_220	44	100	11	18	11	31	33	49	29	17	56	42	92	55	33	23	26	40
OTU_502	6	6	5	7	16	13	7	6	10	5	4	9	4	6	7	7	3	12
OTU_913	5	9	2	2	5	3	8	10	6	2	9	5	8	7	6	2	4	6
OTU_154	49	53	28	17	13	26	41	24	24	20	43	40	20	15	49	28	13	37
OTU_2574	1	2	1	1	2	2	5	2	1	4	10	2	2	0	0	2	0	2
OTU_162	37	26	18	15	2	17	70	35	29	29	26	60	28	11	28	11	18	40
OTU_2964	2	1	2	1	0	2	3	4	2	3	0	1	0	2	2	1	2	2
OTU_55	37	36	74	71	93	54	99	59	97	128	95	75	95	182	154	131	108	95
OTU_2507	3	1	9	0	0	0	1	0	0	0	0	0	1	1	0	2	1	1
OTU_350	29	39	15	22	10	17	40	53	30	25	23	32	27	9	35	18	9	38
OTU_271	22	3	17	13	12	19	10	47	10	15	20	19	9	8	6	13	18	23
OTU_78	84	63	45	67	41	58	30	59	10	32	108	59	6	0	82	74	113	109
OTU_1297	5	2	0	2	3	2	5	4	6	6	5	14	2	5	2	3	2	7
OTU_13	150	152	292	278	414	311	148	443	407	265	410	166	290	212	334	223	443	406
OTU_2206	1	3	0	0	0	1	5	2	3	2	0	2	0	0	0	1	2	1
OTU_812	5	4	4	4	3	5	5	4	2	5	4	5	2	2	9	6	4	7
OTU_590	6	10	10	12	2	4	5	8	11	17	3	6	3	0	8	2	5	2
OTU_266	24	12	2	12	24	39	9	14	11	9	19	23	9	8	25	23	6	15
OTU_243	20	24	53	10	3	14	29	23	20	12	18	32	7	8	15	12	20	29
OTU_106	45	25	16	23	15	13	19	39	196	122	32	43	64	24	43	62	19	27
OTU_1097	6	5	12	8	5	7	4	4	2	3	3	7	2	3	4	2	3	5
OTU_1202	5	6	2	2	3	6	3	4	2	0	4	2	3	1	2	2	3	3
OTU_1350	10	1	2	0	0	1	1	1	0	0	2	0	2	1	1	14	0	0
OTU_402	15	12	10	6	7	11	5	3	9	12	5	23	12	4	9	2	19	7
OTU_920	4	1	3	6	2	2	3	2	7	5	3	5	2	5	2	1	4	3
OTU_30	161	99	133	160	161	225	117	94	178	263	119	89	147	155	158	136	114	136
OTU_118	50	51	68	36	20	40	92	77	60	47	68	58	42	72	66	94	62	83
OTU_93	52	41	103	82	101	64	33	27	35	36	47	32	23	38	25	44	40	41
OTU_53	81	150	119	96	50	71	93	139	102	74	98	70	75	75	108	118	76	113
OTU_180	28	51	22	19	14	14	19	47	27	28	27	22	24	31	23	24	14	26
OTU_434	6	10	8	11	13	7	7	8	10	6	7	7	6	11	7	12	10	6
OTU_507	9	13	3	8	5	6	5	12	7	7	9	13	16	7	6	4	9	5
OTU_1488	19	3	0	0	2	2	12	2	7	5	0	3	1	1	2	0	0	1
OTU_430	7	18	4	14	1	4	6	15	8	8	3	5	16	10	15	0	5	2
OTU_324	9	10	5	4	9	2	29	8	10	26	15	29	4	4	13	52	0	9
OTU_192	24	7	55	17	64	32	14	36	9	5	23	10	59	10	11	27	35	34
OTU_864	9	7	0	6	2	3	5	6	11	6	2	5	6	1	0	6	4	1
OTU_541	35	57	5	9	9	7	13	28	11	11	16	14	15	18	21	15	13	10
OTU_157	31	32	79	14	15	20	43	35	38	39	36	49	25	39	41	54	18	31
OTU_721	6	14	5	11	1	2	2	14	4	5	4	7	1	0	8	4	2	9
OTU_1137	6	3	0	1	2	0	4	1	3	5	1	5	4	5	4	5	0	2
OTU_757	13	8	4	1	0	17	0	0	15	1	7	5	2	12	2	0	0	8
OTU_3281	2	2	0	0	1	1	1	1	2	2	1	0	1	1	1	0	1	2
OTU_253	18	13	22	33	24	35	5	12	12	10	9	11	13	31	9	15	14	6
OTU_689	11	8	9	12	7	15	1	4	4	6	2	12	4	2	4	6	2	6
OTU_225	20	3	5	9	25	6	11	75	52	87	11	6	20	10	27	10	8	26
OTU_24	155	131	386	381	253	201	90	56	126	88	107	135	83	175	90	169	93	89
OTU_711	13	1	4	0	14	3	8	12	3	7	4	5	1	1	1	3	9	2
OTU_588	19	5	13	2	11	2	5	14	0	1	5	7	8	8	2	10	15	7
OTU_3155	1	1	0	1	0	0	4	0	0	0	1	1	1	1	0	0	2	1
OTU_1562	5	1	9	1	1	1	0	4	3	3	3	5	2	0	1	2	1	2
OTU_155	22	14	75	22	49	21	15	56	16	25	39	15	5	11	13	36	60	29
OTU_200	29	15	5	9	20	17	12	8	18	29	4	5	105	14	11	19	84	23
OTU_97	60	23	70	26	140	54	46	19	38	29	39	26	44	86	21	35	48	56
OTU_74	57	56	24	31	85	48	65	49	47	51	75	70	49	33	65	134	83	61
OTU_713	6	2	0	3	5	2	5	0	4	2	6	2	0	25	1	2	28	2
OTU_766	6	3	3	0	0	1	4	7	4	3	12	3	1	5	1	13	2	14
OTU_1621	3	1	2	2	1	2	5	2	2	2	2	4	1	2	2	2	1	5
OTU_1178	6	3	2	4	1	2	3	1	3	2	2	4	2	2	2	2	2	2
OTU_214	54	22	33	48	38	35	15	15	25	27	25	16	21	21	44	25	23	29
OTU_988	5	7	2	0	1	5	5	5	3	1	4	4	4	1	5	5	0	5
OTU_3128	3	1	1	0	0	1	0	0	2	1	0	3	2	0	0	0	2	0
OTU_1611	2	1	2	5	1	0	1	5	1	2	3	4	2	1	6	1	1	1
OTU_462	6	8	2	6	2	6	10	8	8	10	15	14	7	2	9	2	9	12
OTU_1595	5	1	5	2	0	2	4	3	6	3	12	4	2	3	3	3	4	3
OTU_48	93	50	148	113	125	85	123	136	114	100	153	179	43	57	74	101	131	89
OTU_366	8	9	2	8	20	10	14	10	9	8	5	15	2	4	19	41	2	17
OTU_289	22	10	7	10	6	37	51	20	13	13	24	26	12	12	15	6	13	14
OTU_2176	4	1	0	1	0	1	5	1	3	1	4	3	2	1	1	1	0	5
OTU_1478	13	0	2	2	18	1	2	1	0	1	1	1	0	1	1	0	2	0
OTU_602	14	9	8	2	4	3	11	12	7	1	8	13	6	2	10	2	7	22
OTU_34	83	184	74	157	16	56	139	103	117	161	145	90	226	274	186	178	196	111
OTU_1454	8	1	0	0	0	0	15	0	1	0	1	9	0	0	1	0	1	2
OTU_444	11	4	14	5	16	12	4	7	14	6	2	7	5	16	6	7	7	9
OTU_3276	6	2	0	0	1	2	0	0	1	2	0	3	1	0	2	1	1	0
OTU_404	11	24	13	11	9	13	20	23	16	23	14	23	15	12	15	19	16	15
OTU_216	21	13	29	14	63	18	20	23	8	11	13	6	19	18	15	15	16	18
OTU_616	7	5	5	6	15	7	5	4	6	6	11	5	4	4	3	5	5	6
OTU_140	29	30	38	39	59	47	29	19	16	28	34	14	13	31	25	29	38	20
OTU_213	29	21	16	10	8	13	33	13	14	25	27	30	8	31	32	17	9	19
OTU_145	30	18	25	29	42	32	24	16	35	39	23	18	50	41	17	29	37	32
OTU_1260	1	0	3	0	2	1	1	3	5	2	4	15	2	1	9	1	2	3
OTU_208	8	14	5	95	23	48	29	9	7	19	15	10	6	9	30	34	2	17
OTU_702	9	7	3	2	2	6	5	5	3	7	6	3	4	5	3	11	10	7
OTU_930	3	3	2	2	1	10	5	1	3	0	6	7	0	2	11	4	2	2
OTU_384	33	25	27	35	6	4	46	24	14	11	25	26	17	15	15	15	2	23
OTU_2738	1	2	0	1	0	0	1	1	0	2	1	0	0	0	1	1	4	2
OTU_88	89	135	16	66	5	379	58	41	38	81	26	79	47	11	125	35	11	25
OTU_1641	1	1	0	2	1	1	11	0	0	2	0	9	2	1	1	0	0	1
OTU_1702	5	0	2	1	1	1	5	1	2	1	2	5	3	0	2	1	2	0
OTU_223	16	38	50	9	0	26	14	26	106	24	11	14	13	14	30	38	49	17
OTU_2040	3	1	2	2	2	1	3	1	0	1	1	5	0	1	0	1	1	4
OTU_2030	2	2	1	1	0	0	2	2	0	3	0	5	1	1	1	2	0	0
OTU_1228	6	1	0	5	0	3	2	0	4	8	2	3	2	2	2	4	0	2
OTU_985	3	8	3	0	2	7	0	8	5	2	4	3	2	2	1	2	4	1
OTU_846	6	4	8	12	0	2	7	6	2	2	4	9	6	2	10	0	0	4
OTU_1442	3	2	0	0	1	2	2	1	3	2	3	3	2	1	6	2	2	2
OTU_158	35	36	20	68	4	20	32	35	31	22	18	32	27	14	23	29	22	60
OTU_279	17	19	25	18	41	19	7	21	11	10	23	14	17	12	13	7	16	16
OTU_1678	2	1	0	2	2	0	3	4	1	0	3	1	1	9	0	2	2	2
OTU_1077	3	3	2	3	2	1	10	10	4	11	2	14	1	0	2	2	0	2
OTU_1355	3	1	1	2	2	1	5	1	1	0	0	0	0	23	1	2	0	0
OTU_320	20	36	9	9	5	21	7	2	21	5	3	6	8	8	10	29	21	6
OTU_1134	1	4	2	2	1	0	5	5	3	3	2	2	2	2	4	3	3	3
OTU_1764	2	3	1	3	1	2	2	3	1	6	2	3	2	5	3	0	3	3
OTU_1792	22	3	1	0	4	0	1	1	4	0	1	1	0	0	0	0	1	0
OTU_1136	2	0	2	2	2	5	2	1	1	4	0	22	2	1	1	0	2	6
OTU_1573	12	5	4	2	0	0	3	4	2	1	3	3	0	2	1	2	2	2
OTU_1330	2	6	0	0	0	2	1	4	3	4	1	6	3	1	1	3	7	1
OTU_258	19	24	13	12	4	14	24	40	16	24	17	15	25	16	22	11	12	32
OTU_347	10	8	3	7	3	2	20	7	20	17	16	18	13	11	20	17	9	19
OTU_1238	6	1	0	1	0	3	5	3	3	3	3	3	2	2	2	1	8	2
OTU_295	14	22	9	10	19	17	16	12	11	13	17	11	8	5	23	17	11	14
OTU_964	3	1	1	0	0	1	13	6	6	6	2	5	4	8	4	2	2	5
OTU_653	4	4	4	8	7	12	1	7	2	4	7	4	3	8	7	6	12	2
OTU_298	12	3	4	10	5	2	4	27	7	47	39	14	2	13	11	39	8	17
OTU_2723	3	0	0	0	0	0	0	0	9	4	1	0	0	0	1	4	1	3
OTU_500	9	11	13	2	2	2	10	14	6	6	11	7	7	9	9	8	6	15
OTU_226	15	21	1	133	16	32	12	8	9	6	11	10	16	10	49	5	0	11
OTU_2214	1	1	0	0	0	1	0	3	0	0	3	2	0	1	2	1	1	0
OTU_1914	2	3	1	2	2	2	5	3	2	1	4	12	2	1	5	2	2	2
OTU_264	26	24	16	18	6	21	36	26	23	26	22	30	23	18	22	27	12	23
OTU_337	21	10	9	2	3	12	17	12	13	17	10	20	7	15	25	18	6	15
OTU_1044	4	2	2	4	1	4	6	0	3	1	1	5	3	4	2	3	3	5
OTU_573	10	9	2	4	6	7	7	6	14	1	6	9	2	5	6	6	7	9
OTU_5	39	92	153	33	132	148	1109	727	652	340	893	1296	1113	1058	847	565	1207	310
OTU_486	25	17	2	0	0	5	13	6	10	6	15	16	9	2	6	4	3	5
OTU_1165	1	1	5	0	0	15	0	0	0	4	4	4	1	4	2	2	0	2
OTU_461	18	11	8	6	8	12	7	12	4	8	8	6	4	5	6	6	13	5
OTU_1201	2	4	2	3	6	2	5	2	2	2	4	1	2	2	4	4	4	6
OTU_399	8	6	11	13	9	42	12	10	13	7	10	7	9	3	9	6	3	9
OTU_2742	6	0	0	0	1	2	1	0	0	1	1	1	1	0	1	3	1	1
OTU_481	9	12	12	13	2	9	14	6	5	5	10	7	2	9	17	5	14	6
OTU_95	39	19	24	26	292	21	62	86	28	27	28	21	49	25	77	35	38	41
OTU_528	7	7	7	14	9	4	6	13	3	4	11	8	7	5	6	4	8	14
OTU_467	6	10	13	23	27	11	5	4	3	5	8	4	6	12	4	3	9	16
OTU_389	24	21	0	2	9	2	4	18	2	10	18	14	6	1	5	5	30	18
OTU_2471	4	0	0	0	0	2	2	0	1	1	1	1	0	0	1	0	0	0
OTU_244	18	23	6	6	9	20	3	12	10	17	29	30	77	11	13	10	25	23
OTU_1039	1	3	1	0	0	0	2	2	2	5	7	10	3	2	2	3	2	2
OTU_1146	2	4	4	2	3	4	4	3	3	3	5	5	0	2	3	2	6	2
OTU_855	7	14	12	6	3	6	3	15	3	4	17	5	6	5	4	9	12	6
OTU_2223	2	0	8	2	0	0	3	1	2	0	2	3	0	0	1	2	0	2
OTU_385	16	10	6	9	7	12	8	16	7	12	10	20	14	17	13	7	7	14
OTU_179	24	13	66	26	20	74	19	11	9	21	17	16	15	20	18	29	44	11
OTU_122	39	65	30	37	17	39	59	61	60	46	36	53	44	29	42	44	32	44
OTU_1184	4	0	5	1	0	0	4	5	1	3	2	4	0	2	6	1	2	3
OTU_1985	1	0	0	0	1	0	2	1	2	1	0	0	5	3	2	2	0	1
OTU_488	18	7	6	3	3	9	11	5	8	6	15	6	3	10	14	6	9	13
OTU_187	42	19	30	50	34	59	7	7	12	12	17	25	13	18	12	20	26	17
OTU_1192	6	2	1	3	2	5	3	3	1	4	2	3	3	0	2	2	5	2
OTU_3258	2	0	0	0	1	1	1	1	0	0	0	0	0	1	1	3	2	2
OTU_603	8	6	10	5	4	33	7	6	5	5	8	6	5	9	5	5	2	6
OTU_739	7	7	17	2	0	3	7	3	3	6	4	6	4	1	3	5	2	6
OTU_845	9	8	0	0	0	7	4	8	16	2	1	14	1	2	3	1	9	2
OTU_685	21	3	3	0	0	0	14	4	11	3	4	6	4	0	1	6	9	3
OTU_784	8	8	5	2	1	1	4	4	3	5	7	3	6	2	8	3	3	7
OTU_1139	2	4	2	2	2	2	5	3	2	1	3	4	3	3	2	2	2	2
OTU_73	124	64	90	188	84	160	29	12	44	36	43	45	42	51	40	48	49	50
OTU_1996	6	1	1	0	0	0	2	1	1	17	1	1	0	0	0	0	0	1
OTU_2920	3	0	0	1	0	2	2	0	2	0	0	3	0	0	1	1	2	1
OTU_176	13	4	12	53	5	8	42	16	25	28	4	49	66	54	18	15	9	7
OTU_236	18	25	17	15	22	29	14	9	23	16	14	22	18	26	19	23	13	12
OTU_1963	5	2	2	2	0	0	5	3	5	2	5	3	3	5	3	5	1	2
OTU_1203	3	3	1	1	0	2	5	4	2	6	4	4	2	2	2	2	1	2
OTU_1825	1	1	0	2	1	4	1	1	2	6	1	2	2	2	1	0	1	3
OTU_899	7	4	25	0	0	0	2	0	2	0	1	2	2	2	0	1	5	0
OTU_397	8	1	9	2	15	10	5	4	15	11	8	7	17	13	6	7	15	8
OTU_780	9	7	2	4	2	6	24	7	6	13	5	16	4	2	4	4	2	4
OTU_432	16	11	20	15	11	15	13	9	10	6	18	5	6	4	13	9	7	11
OTU_675	20	9	4	0	0	0	12	8	4	15	3	3	0	5	10	13	0	8
OTU_116	7	28	6	6	401	7	15	17	9	18	14	10	44	15	21	3	65	15
OTU_1001	2	3	2	1	7	2	3	4	4	5	3	5	2	4	4	0	4	6
OTU_183	71	17	55	2	21	33	33	97	3	86	25	22	4	26	14	1	10	15
OTU_1605	2	0	2	2	2	1	0	0	1	3	4	1	1	0	10	2	0	0
OTU_2233	11	1	2	2	5	2	6	1	2	5	1	1	0	7	2	2	3	2
OTU_251	29	13	107	6	3	4	19	19	23	8	9	36	13	5	10	7	2	19
OTU_307	18	13	21	43	45	11	16	18	3	7	11	14	7	6	14	11	16	5
OTU_630	3	5	1	4	2	2	11	6	4	5	2	11	4	3	5	4	13	6
OTU_811	8	4	4	5	1	7	5	6	0	5	4	12	3	1	4	2	2	3
OTU_2261	1	0	1	0	0	0	2	3	0	0	4	5	0	1	2	0	0	2
OTU_3223	5	5	1	2	1	0	2	1	1	1	0	6	1	0	3	0	1	1
OTU_623	6	8	2	5	2	8	9	6	7	6	6	13	4	2	7	6	2	6
OTU_2218	1	1	0	1	0	2	0	0	1	1	2	2	2	5	1	0	1	1
OTU_803	2	6	1	4	6	8	3	2	4	4	4	1	4	6	2	2	4	4
OTU_248	13	5	4	3	1	2	24	16	33	30	25	14	25	37	19	26	19	20
OTU_2827	2	1	0	0	0	1	2	0	0	0	0	2	1	2	0	0	3	0
OTU_318	7	1	13	2	19	5	15	7	13	13	15	7	9	19	23	19	10	25
OTU_186	20	35	22	14	9	15	26	41	16	34	11	34	46	25	24	19	51	34
OTU_1080	5	4	3	9	5	4	9	4	2	6	5	5	2	4	7	4	2	3
OTU_651	7	8	3	14	1	31	2	0	21	0	3	3	2	5	5	2	2	0
OTU_204	16	11	9	22	5	12	34	12	25	17	22	31	14	25	35	21	24	40
OTU_2656	3	0	1	0	0	0	0	2	0	0	0	1	2	0	0	0	0	2
OTU_1829	2	1	0	2	1	0	3	4	2	1	4	3	3	0	2	2	2	3
OTU_232	21	36	34	5	2	10	29	32	22	20	24	11	20	32	38	29	5	41
OTU_1031	6	2	1	0	0	1	3	1	2	2	3	14	12	0	8	1	0	2
OTU_548	12	13	5	8	5	8	14	8	9	7	11	17	7	6	3	5	8	10
OTU_1668	6	0	1	1	0	3	0	0	0	0	2	5	3	1	2	6	7	2
OTU_555	14	19	5	13	2	22	28	10	8	7	5	8	6	5	4	4	10	6
OTU_1553	4	2	1	2	2	3	0	0	2	0	2	2	4	2	2	2	2	2
OTU_108	11	29	45	84	106	17	65	35	23	58	40	24	45	101	56	49	45	28
OTU_416	11	3	2	3	0	78	9	6	3	0	9	48	7	0	3	48	1	4
OTU_249	39	18	34	30	20	48	9	6	11	9	11	6	25	15	15	18	20	11
OTU_239	14	10	31	10	7	9	39	13	18	32	24	24	18	11	32	20	5	41
OTU_411	11	21	20	21	5	5	10	12	16	10	14	13	8	7	57	6	8	12
OTU_2720	2	0	0	1	2	1	0	0	1	1	1	0	2	1	2	0	1	1
OTU_553	10	11	13	6	5	5	8	4	3	4	7	6	4	8	8	6	2	7
OTU_2939	1	2	1	0	0	1	5	7	3	2	5	11	4	2	1	1	0	0
OTU_1205	6	2	1	2	0	3	3	1	3	1	2	1	7	6	3	1	0	1
OTU_293	15	25	16	5	39	12	2	4	10	8	9	15	4	49	7	6	5	6
OTU_3290	6	0	2	2	1	0	0	2	1	2	0	1	1	1	0	0	1	0
OTU_2829	4	0	0	2	1	2	4	2	0	2	4	0	0	0	0	3	0	1
OTU_510	4	7	3	3	2	2	6	11	6	12	9	9	13	7	10	8	4	5
OTU_1916	7	6	2	18	2	2	2	4	1	6	1	2	2	2	5	1	0	2
OTU_201	74	20	20	27	81	31	6	4	8	10	7	3	15	11	11	10	9	20
OTU_227	21	17	63	67	6	20	19	18	4	12	20	9	7	8	13	26	5	14
OTU_637	5	8	6	5	5	9	5	9	9	7	4	7	9	8	10	7	9	6
OTU_516	7	19	2	1	20	2	5	22	10	7	5	2	8	5	8	5	5	11
OTU_585	8	7	7	14	14	5	5	3	1	6	6	4	4	11	2	2	3	2
OTU_275	10	35	20	25	9	7	30	16	16	11	15	25	29	8	25	22	8	16
OTU_1558	3	0	1	2	3	2	2	3	1	2	8	6	2	2	1	1	2	1
OTU_117	42	36	31	35	31	86	33	19	28	66	29	62	23	36	27	27	60	15
OTU_211	9	12	16	205	7	16	14	5	6	6	11	8	6	9	2	16	8	11
OTU_363	7	16	9	11	8	8	18	19	15	12	14	14	17	18	11	19	11	13
OTU_706	6	8	12	2	6	10	5	8	1	6	4	4	2	4	2	5	5	3
OTU_1159	4	3	2	2	2	3	6	6	3	6	5	7	0	1	7	4	4	3
OTU_1999	2	3	0	0	0	0	2	3	1	2	0	1	3	3	1	2	2	7
OTU_538	7	9	2	3	2	9	16	5	5	7	9	12	6	5	8	0	7	6
OTU_376	12	14	6	14	4	11	14	18	9	17	17	23	9	12	19	10	9	6
OTU_2505	2	2	0	0	0	2	3	1	0	3	1	2	1	1	2	1	2	1
OTU_638	2	2	1	2	3	2	5	3	21	11	6	5	4	12	8	4	4	8
OTU_98	54	39	48	63	68	103	37	23	44	27	45	35	40	28	22	23	103	36
OTU_245	24	33	13	25	7	22	39	28	26	23	17	36	19	11	19	18	9	15
OTU_263	24	20	11	9	9	32	14	11	4	14	12	32	8	21	15	14	9	38
OTU_537	15	1	0	8	1	7	12	4	21	9	1	5	23	2	4	1	5	1
OTU_2803	6	2	0	2	0	1	1	3	3	6	1	0	0	2	1	4	0	0
OTU_301	6	21	39	10	11	15	14	27	16	17	9	14	15	10	21	16	10	16
OTU_1535	1	1	4	1	6	2	3	3	1	0	0	1	3	2	1	4	2	2
OTU_2079	3	0	2	0	0	0	3	2	1	2	1	0	1	0	0	1	3	1
OTU_1663	1	1	1	0	0	1	0	0	3	0	3	0	3	5	1	1	5	2
OTU_1801	3	0	12	0	0	1	2	3	2	0	0	2	2	0	0	0	0	2
OTU_1227	11	3	0	6	1	3	10	4	2	5	1	9	4	2	3	4	2	5
OTU_619	26	1	4	2	12	12	2	0	3	4	13	13	3	1	7	3	1	4
OTU_2354	2	0	0	0	0	1	3	0	1	5	2	0	2	0	2	1	2	1
OTU_1467	1	1	2	2	0	0	5	4	8	1	3	2	2	4	0	3	6	0
OTU_209	26	29	51	2	11	16	10	41	9	23	14	13	47	8	35	31	8	24
OTU_2043	1	1	0	0	1	2	1	1	0	0	4	1	0	2	1	0	1	2
OTU_3027	1	0	2	1	0	0	5	4	1	0	1	0	0	0	2	2	0	1
OTU_2551	1	1	0	0	0	0	1	0	0	3	4	0	1	2	0	0	0	0
OTU_1463	7	8	0	3	2	0	5	4	1	2	3	5	4	2	2	4	4	1
OTU_120	41	68	80	61	44	70	20	22	31	22	26	32	21	21	42	44	27	22
OTU_876	16	7	13	0	2	2	6	5	1	2	5	2	2	2	6	5	1	6
OTU_321	10	19	14	19	16	15	11	16	10	17	13	14	12	10	19	13	8	17
OTU_1174	5	6	0	4	2	2	0	4	3	1	4	5	2	2	5	0	3	2
OTU_1628	2	1	1	2	0	0	2	1	5	1	1	2	1	2	1	2	0	3
OTU_256	10	8	13	62	38	7	1	7	54	28	4	5	14	25	6	4	24	8
OTU_1359	3	4	3	2	3	2	3	4	3	6	2	1	1	1	5	3	2	5
OTU_686	3	3	9	6	11	4	3	5	6	7	5	2	6	6	7	2	8	3
OTU_582	8	0	5	0	14	1	0	3	10	11	11	12	0	8	13	10	2	5
OTU_568	9	9	4	7	4	3	11	6	9	5	10	14	7	6	6	10	6	10
OTU_1918	1	0	1	0	2	0	3	2	2	1	2	2	1	2	3	1	1	1
OTU_508	5	9	5	18	7	8	11	8	18	6	13	8	11	5	13	10	9	17
OTU_2022	2	1	2	1	0	0	0	5	0	1	1	4	1	0	2	1	3	5
OTU_372	7	12	12	7	2	6	20	12	13	17	17	20	12	12	15	10	11	24
OTU_1319	2	3	2	2	1	3	2	2	2	2	1	2	2	3	2	2	3	3
OTU_1409	1	3	7	3	0	2	1	5	2	0	1	1	7	2	3	1	0	2
OTU_942	4	3	2	0	0	2	4	4	3	6	0	3	2	0	7	2	4	8
OTU_126	39	30	27	23	13	31	53	31	35	33	36	46	30	40	47	33	31	42
OTU_281	19	27	7	22	13	18	23	22	10	16	20	24	17	16	11	14	16	13
OTU_1309	11	7	5	2	1	1	5	0	3	2	1	1	2	1	2	2	3	4
OTU_2349	4	3	2	2	0	3	3	2	2	3	2	6	1	2	2	1	0	2
OTU_1013	23	8	9	0	0	0	0	1	0	0	2	4	1	0	0	7	1	0
OTU_533	7	9	3	9	3	5	10	6	9	9	10	10	6	4	13	2	6	5
OTU_341	18	19	9	17	17	16	19	15	12	10	24	28	17	11	14	7	14	6
OTU_401	10	5	6	10	17	11	2	3	17	13	5	3	17	12	6	11	15	10
OTU_353	14	5	13	10	10	11	11	11	11	8	10	15	6	10	15	7	10	10
OTU_287	9	9	25	18	10	27	24	16	15	7	27	22	5	17	20	19	5	6
OTU_567	6	3	17	3	5	6	4	10	2	6	4	3	2	4	8	7	9	10
OTU_2704	1	0	0	1	0	0	3	2	1	1	1	2	0	2	1	0	1	1
OTU_731	4	8	4	3	5	8	5	6	3	5	7	0	6	3	10	4	6	5
OTU_594	8	8	2	5	5	3	4	12	7	6	6	3	17	8	4	4	3	10
OTU_2358	5	1	1	2	2	1	1	1	0	0	2	1	1	1	1	0	1	0
OTU_219	24	8	35	4	3	12	20	12	26	18	29	22	9	34	29	17	16	36
OTU_2365	1	0	1	0	0	0	0	0	2	0	0	0	3	1	1	1	1	4
OTU_2719	3	3	0	0	4	2	0	2	2	2	2	3	2	1	1	0	0	2
OTU_526	4	2	0	0	2	6	9	8	9	15	2	3	0	3	31	5	0	19
OTU_2114	4	1	2	0	2	3	1	0	3	1	1	4	0	0	2	1	0	0
OTU_735	6	5	2	3	1	6	9	4	3	8	6	14	6	5	7	5	3	9
OTU_511	14	12	10	14	8	11	17	8	7	9	8	15	4	5	15	3	4	8
OTU_1905	4	3	2	2	0	2	1	2	3	1	4	3	4	2	0	1	0	1
OTU_802	5	8	5	2	2	5	11	5	6	3	4	6	3	2	4	3	2	12
OTU_2460	3	2	2	5	5	2	1	2	3	2	1	6	2	2	2	0	1	0
OTU_111	33	44	28	13	28	24	48	34	32	60	45	52	30	64	59	55	48	62
OTU_1570	1	1	1	0	1	2	1	2	1	0	0	1	2	0	0	2	0	0
OTU_1055	4	6	2	0	2	2	3	1	1	0	3	7	3	2	5	6	4	2
OTU_113	24	13	11	14	8	10	65	38	89	89	48	27	52	75	57	68	34	28
OTU_2783	5	0	0	2	1	0	0	3	1	1	1	0	2	0	2	1	1	0
OTU_2733	1	1	0	2	0	2	1	2	1	1	0	1	1	1	2	0	0	0
OTU_922	5	3	2	2	5	2	5	4	3	4	4	6	2	2	4	2	1	6
OTU_613	11	6	5	10	6	6	14	12	2	6	8	4	6	7	10	4	5	8
OTU_532	14	11	5	3	4	18	14	14	10	7	11	11	4	5	6	6	3	5
OTU_1925	1	1	0	1	1	0	0	0	0	2	0	1	1	1	0	1	0	2
OTU_335	11	17	33	15	24	18	10	19	10	6	9	9	7	7	9	6	7	10
OTU_620	3	5	2	8	0	7	10	4	10	9	5	3	3	5	10	6	4	8
OTU_695	10	10	5	8	5	10	14	6	7	6	11	9	9	5	10	10	5	11
OTU_688	3	4	2	3	7	7	8	2	5	6	9	7	3	9	11	2	10	1
OTU_697	12	10	19	2	1	4	3	0	0	2	2	4	2	2	1	11	2	3
OTU_645	6	3	13	1	18	2	5	4	2	8	3	0	13	5	6	5	2	9
OTU_175	24	24	28	18	14	30	43	23	29	25	27	34	17	25	30	23	9	35
OTU_127	34	53	26	44	37	40	29	22	20	39	35	25	30	42	35	52	41	32
OTU_309	6	9	7	9	6	7	22	23	9	29	11	46	2	4	2	4	51	10
OTU_1882	1	0	4	5	1	2	0	2	1	0	3	1	1	2	2	0	1	2
OTU_1358	1	1	1	5	1	4	1	1	3	2	4	4	2	3	2	1	2	1
OTU_715	5	8	2	1	2	0	5	10	8	5	4	5	7	2	5	6	5	6
OTU_535	5	8	4	10	8	3	4	15	7	9	6	7	9	2	6	6	1	8
OTU_1869	2	0	1	1	1	2	1	1	5	4	0	0	0	1	2	1	0	2
OTU_825	6	8	2	14	3	9	24	6	9	6	9	15	4	3	4	7	10	6
OTU_1379	5	3	0	0	1	4	1	1	0	1	4	5	2	4	5	5	6	3
OTU_1113	6	5	0	2	0	1	5	4	3	3	1	11	2	2	2	2	2	27
OTU_1542	2	1	0	1	0	1	1	4	0	4	0	1	5	5	3	2	3	6
OTU_1429	2	0	2	2	2	2	2	0	3	1	3	3	0	1	1	3	2	2
OTU_599	8	4	14	2	9	8	5	7	5	5	11	7	6	5	4	14	4	8
OTU_382	13	18	7	10	4	12	5	14	13	20	12	7	14	11	6	6	4	15
OTU_1308	6	1	1	2	5	11	0	2	5	4	5	1	6	0	0	2	10	2
OTU_1617	5	1	0	1	1	1	1	0	1	1	1	1	2	0	1	17	2	0
OTU_172	28	42	31	47	44	45	26	11	33	21	24	28	21	21	19	28	23	18
OTU_1891	6	1	6	1	2	2	3	0	0	3	0	3	1	0	0	1	1	1
